model,resolved_model,reasoning,dialect,family,modality,difficulty,reasoning_subset,protocol,n,valid,correct,input_tokens,output_tokens,reasoning_tokens,cost_usd,latency_ms,accuracy,accuracy_ci_low,accuracy_ci_high,valid_rate
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,pattern.plain-v1,pattern,text,1. easy,False,reduce-infer-v1,1,1,1,200,533,527,0.00214875,9978.906,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,pattern.plain-v1,pattern,text,1. easy,False,reduce-taught-v1,1,1,1,219,470,464,0.00192675,10061.156,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,pattern.plain-v1,pattern,text,1. easy,True,reduce-infer-v1,4,4,1,798,3369,3345,0.01323225,45654.428,0.25,0.04558726080970055,0.6993581574175981,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,pattern.plain-v1,pattern,text,1. easy,True,reduce-taught-v1,4,4,3,874,1908,1886,0.00781050,48484.78999999999,0.75,0.30064184258240184,0.9544127391902995,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,pattern.python-v1,pattern,text,1. easy,False,reduce-infer-v1,1,1,1,200,554,548,0.0022275,10450.020999999999,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,pattern.python-v1,pattern,text,1. easy,False,reduce-taught-v1,1,1,1,219,1102,1090,0.00429675,13116.885,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,pattern.python-v1,pattern,text,1. easy,True,reduce-infer-v1,4,4,4,798,1758,1732,0.00719100,38441.001,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,pattern.python-v1,pattern,text,1. easy,True,reduce-taught-v1,4,4,3,874,2670,2636,0.01066800,42892.085999999996,0.75,0.30064184258240184,0.9544127391902995,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,pattern.rust-v1,pattern,text,1. easy,False,reduce-infer-v1,1,1,1,216,419,413,0.00173325,9415.078,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,pattern.rust-v1,pattern,text,1. easy,False,reduce-taught-v1,1,1,1,235,481,475,0.00198,9668.946,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,pattern.rust-v1,pattern,text,1. easy,True,reduce-infer-v1,4,4,2,860,2111,2087,0.00856125,46109.397000000004,0.5,0.15003898915214947,0.8499610108478506,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,pattern.rust-v1,pattern,text,1. easy,True,reduce-taught-v1,4,4,3,936,1711,1683,0.00711825,37375.379,0.75,0.30064184258240184,0.9544127391902995,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,pattern.scheme-v1,pattern,text,1. easy,False,reduce-infer-v1,1,1,1,200,394,387,0.0016275,9035.341,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,pattern.scheme-v1,pattern,text,1. easy,False,reduce-taught-v1,1,1,1,219,528,522,0.00214425,9871.371,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,pattern.scheme-v1,pattern,text,1. easy,True,reduce-infer-v1,4,4,4,798,1732,1712,0.00709350,41787.104,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,pattern.scheme-v1,pattern,text,1. easy,True,reduce-taught-v1,4,4,4,874,1546,1519,0.00645300,36904.762,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,prose.containment-jitter-v1,prose,text,1. easy,False,reduce-infer-v1,1,1,1,217,1973,1966,0.0075615,17110.755,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,prose.containment-jitter-v1,prose,text,1. easy,False,reduce-taught-v1,1,1,1,235,1564,1558,0.00604125,15917.372,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,prose.containment-jitter-v1,prose,text,1. easy,True,reduce-infer-v1,4,4,4,823,1807,1787,0.00739350,37860.26,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,prose.containment-jitter-v1,prose,text,1. easy,True,reduce-taught-v1,4,4,4,895,2339,2313,0.00944250,42374.441,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,prose.containment-plain-v1,prose,text,1. easy,False,reduce-infer-v1,1,1,1,217,209,203,0.0009465,8745.217999999999,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,prose.containment-plain-v1,prose,text,1. easy,False,reduce-taught-v1,1,1,1,235,347,342,0.0014775,9317.565999999999,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,prose.containment-plain-v1,prose,text,1. easy,True,reduce-infer-v1,4,4,4,823,1794,1762,0.00734475,36888.132,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,prose.containment-plain-v1,prose,text,1. easy,True,reduce-taught-v1,4,4,4,895,1633,1600,0.00679500,36995.350999999995,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,trees.indent-jitter-v1,trees,text,1. easy,False,reduce-infer-v1,1,1,1,201,612,606,0.00244575,10420.787,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,trees.indent-jitter-v1,trees,text,1. easy,False,reduce-taught-v1,1,1,1,218,516,509,0.0020985,9858.547,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,trees.indent-jitter-v1,trees,text,1. easy,True,reduce-infer-v1,4,4,3,813,2513,2480,0.01003350,41216.131,0.75,0.30064184258240184,0.9544127391902995,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,trees.indent-jitter-v1,trees,text,1. easy,True,reduce-taught-v1,4,4,4,881,2045,2024,0.00832950,38605.086,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,trees.indent-plain-v1,trees,text,1. easy,False,reduce-infer-v1,1,1,1,201,348,336,0.00145575,9688.646999999999,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,trees.indent-plain-v1,trees,text,1. easy,False,reduce-taught-v1,1,1,1,218,408,402,0.0016935,8668.549,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,trees.indent-plain-v1,trees,text,1. easy,True,reduce-infer-v1,4,4,4,802,1875,1837,0.00763275,40787.189,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,trees.indent-plain-v1,trees,text,1. easy,True,reduce-taught-v1,4,4,4,870,1664,1638,0.00689250,37632.149000000005,1.0,0.5101091635454027,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,biopolymer.rna-dotbracket-filler-v1,biopolymer,text,1. easy,True,reduce-infer-v1,4,4,3,788,2880,2807,0.0036136,36184.205,0.75,0.30064184258240184,0.9544127391902995,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,biopolymer.rna-dotbracket-filler-v1,biopolymer,text,1. easy,True,reduce-taught-v1,4,4,3,852,3529,3456,0.0044052,51911.091,0.75,0.30064184258240184,0.9544127391902995,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,biopolymer.rna-dotbracket-filler-v1,biopolymer,text,2. medium,True,reduce-infer-v1,2,2,2,428,2584,2548,0.0031864,26544.752,1.0,0.34238022750665303,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,biopolymer.rna-dotbracket-filler-v1,biopolymer,text,2. medium,True,reduce-taught-v1,2,2,2,460,3522,3486,0.0043184,56426.468,1.0,0.34238022750665303,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,biopolymer.rna-dotbracket-plain-v1,biopolymer,text,1. easy,True,reduce-infer-v1,3,3,3,572,3901,3847,0.0047956,50553.766,1.0,0.4385029682449546,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,biopolymer.rna-dotbracket-plain-v1,biopolymer,text,1. easy,True,reduce-taught-v1,4,4,3,828,3404,3331,0.0042504,56678.537,0.75,0.30064184258240184,0.9544127391902995,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,biopolymer.rna-dotbracket-plain-v1,biopolymer,text,2. medium,True,reduce-infer-v1,2,2,2,408,3636,3600,0.0044448,109696.161,1.0,0.34238022750665303,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,biopolymer.rna-dotbracket-plain-v1,biopolymer,text,2. medium,True,reduce-taught-v1,2,2,2,440,1907,1871,0.0023764,22554.1,1.0,0.34238022750665303,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,embedding.center-clause-jitter-v1,embedding,text,1. easy,True,reduce-infer-v1,3,3,3,549,7606,7552,0.0092370,92426.202,1.0,0.4385029682449546,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,embedding.center-clause-jitter-v1,embedding,text,1. easy,True,reduce-taught-v1,1,1,1,183,534,516,0.0006774,9205.066,1.0,0.20654931437723745,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,embedding.center-clause-jitter-v1,embedding,text,2. medium,True,reduce-infer-v1,2,2,2,417,6389,6353,0.0077502,76081.405,1.0,0.34238022750665303,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,embedding.center-clause-jitter-v1,embedding,text,5. extra,True,reduce-taught-v1,1,1,1,344,2606,2588,0.003196,38612.723000000005,1.0,0.20654931437723745,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,embedding.center-clause-plain-v1,embedding,text,1. easy,True,reduce-infer-v1,4,4,4,771,8866,8794,0.0107934,101233.715,1.0,0.5101091635454027,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,embedding.center-clause-plain-v1,embedding,text,1. easy,True,reduce-taught-v1,3,3,2,597,10207,10152,0.0123678,111116.465,0.6666666666666666,0.2076596008020477,0.9385080552796037,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,embedding.center-clause-plain-v1,embedding,text,2. medium,True,reduce-infer-v1,2,2,2,417,5992,5956,0.0072738,70346.875,1.0,0.34238022750665303,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,embedding.center-clause-plain-v1,embedding,text,4. lunatic,True,reduce-taught-v1,1,1,1,309,2653,2635,0.0032454,33401.509,1.0,0.20654931437723745,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,parens.jitter-v1,parens,text,1. easy,True,reduce-infer-v1,4,4,3,651,4072,3999,0.0050166,48764.166,0.75,0.30064184258240184,0.9544127391902995,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,parens.jitter-v1,parens,text,1. easy,True,reduce-taught-v1,4,4,3,711,3268,3195,0.0040638,48039.479999999996,0.75,0.30064184258240184,0.9544127391902995,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,parens.jitter-v1,parens,text,2. medium,True,reduce-infer-v1,2,2,2,334,4944,4908,0.0059996,105870.701,1.0,0.34238022750665303,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,parens.jitter-v1,parens,text,2. medium,True,reduce-taught-v1,2,2,2,364,5312,5276,0.0064472,55007.265999999996,1.0,0.34238022750665303,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,parens.noisy-mismatched-v1,parens,text,1. easy,True,reduce-infer-v1,3,3,3,511,5974,5920,0.0072710,64984.38900000001,1.0,0.4385029682449546,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,parens.noisy-mismatched-v1,parens,text,1. easy,True,reduce-taught-v1,3,3,3,556,7793,7739,0.0094628,146053.247,1.0,0.4385029682449546,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,parens.noisy-mismatched-v1,parens,text,2. medium,True,reduce-infer-v1,2,2,2,383,6067,6031,0.0073570,57851.407,1.0,0.34238022750665303,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,parens.noisy-mismatched-v1,parens,text,2. medium,True,reduce-taught-v1,1,1,1,195,2973,2955,0.0036066,31818.204,1.0,0.20654931437723745,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,parens.noisy-v1,parens,text,1. easy,True,reduce-infer-v1,4,4,4,685,4790,4718,0.0058850,57334.871,1.0,0.5101091635454027,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,parens.noisy-v1,parens,text,1. easy,True,reduce-taught-v1,3,3,2,559,1679,1624,0.0021266,29301.148999999998,0.6666666666666666,0.2076596008020477,0.9385080552796037,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,parens.noisy-v1,parens,text,2. medium,True,reduce-infer-v1,2,2,2,357,2457,2421,0.0030198,29402.284,1.0,0.34238022750665303,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,parens.noisy-v1,parens,text,2. medium,True,reduce-taught-v1,2,2,2,387,2375,2339,0.0029274,31543.433,1.0,0.34238022750665303,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,parens.reference-v1,parens,text,1. easy,True,reduce-infer-v1,4,4,3,643,2572,2499,0.0032150,40443.867,0.75,0.30064184258240184,0.9544127391902995,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,parens.reference-v1,parens,text,1. easy,True,reduce-taught-v1,4,4,3,703,3314,3241,0.0041174,43071.874,0.75,0.30064184258240184,0.9544127391902995,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,parens.reference-v1,parens,text,2. medium,True,reduce-infer-v1,2,2,2,325,5189,5153,0.0062918,75949.899,1.0,0.34238022750665303,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,parens.reference-v1,parens,text,2. medium,True,reduce-taught-v1,1,1,1,176,1101,1083,0.0013564,18669.664,1.0,0.20654931437723745,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,parens.word-brackets-mismatched-v1,parens,text,1. easy,True,reduce-infer-v1,2,2,1,332,2940,2903,0.0035944,31838.082000000002,0.5,0.09453120573423074,0.9054687942657693,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,parens.word-brackets-mismatched-v1,parens,text,1. easy,True,reduce-taught-v1,3,3,2,552,6944,6889,0.0084432,95087.735,0.6666666666666666,0.2076596008020477,0.9385080552796037,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,parens.word-brackets-mismatched-v1,parens,text,2. medium,True,reduce-infer-v1,1,1,1,171,2724,2706,0.003303,38079.735,1.0,0.20654931437723745,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,parens.word-brackets-mismatched-v1,parens,text,2. medium,True,reduce-taught-v1,2,2,1,388,2715,2678,0.0033356,33849.222,0.5,0.09453120573423074,0.9054687942657693,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,parens.word-brackets-mismatched-v1,parens,text,3. hard,True,reduce-infer-v1,2,2,2,410,6662,6626,0.0080764,164489.187,1.0,0.34238022750665303,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,parens.word-brackets-plain-v1,parens,text,1. easy,True,reduce-infer-v1,4,4,4,682,4339,4267,0.0053432,58021.057,1.0,0.5101091635454027,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,parens.word-brackets-plain-v1,parens,text,1. easy,True,reduce-taught-v1,3,3,2,552,1601,1546,0.0020316,22324.263,0.6666666666666666,0.2076596008020477,0.9385080552796037,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,parens.word-brackets-plain-v1,parens,text,2. medium,True,reduce-infer-v1,1,1,1,183,1570,1552,0.0019206,19174.212,1.0,0.20654931437723745,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,parens.word-brackets-plain-v1,parens,text,2. medium,True,reduce-taught-v1,2,2,1,388,2621,2584,0.0032228,29281.057,0.5,0.09453120573423074,0.9054687942657693,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,pattern.java-v1,pattern,text,1. easy,True,reduce-infer-v1,4,4,3,725,4540,4467,0.0055930,58699.803,0.75,0.30064184258240184,0.9544127391902995,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,pattern.java-v1,pattern,text,1. easy,True,reduce-taught-v1,4,4,2,793,4249,4175,0.0052574,102558.58,0.5,0.15003898915214947,0.8499610108478506,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,pattern.java-v1,pattern,text,2. medium,True,reduce-infer-v1,1,1,1,203,850,832,0.0010606,10236.359,1.0,0.20654931437723745,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,pattern.java-v1,pattern,text,2. medium,True,reduce-taught-v1,1,1,1,220,1422,1404,0.0017504,20753.175,1.0,0.20654931437723745,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,pattern.lisp-v1,pattern,text,1. easy,True,reduce-infer-v1,4,4,4,698,3073,3001,0.0038272,59686.879,1.0,0.5101091635454027,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,pattern.lisp-v1,pattern,text,1. easy,True,reduce-taught-v1,4,4,3,766,3156,3083,0.0039404,34526.699,0.75,0.30064184258240184,0.9544127391902995,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,pattern.lisp-v1,pattern,text,2. medium,True,reduce-infer-v1,1,1,1,190,3794,3776,0.0045908,38033.492000000006,1.0,0.20654931437723745,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,pattern.lisp-v1,pattern,text,2. medium,True,reduce-taught-v1,1,1,1,207,1702,1684,0.0020838,27543.978,1.0,0.20654931437723745,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,pattern.plain-v1,pattern,text,1. easy,True,reduce-infer-v1,4,4,1,694,8420,8345,0.0102428,107561.86400000002,0.25,0.04558726080970055,0.6993581574175981,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,pattern.plain-v1,pattern,text,1. easy,True,reduce-taught-v1,4,4,3,762,3867,3794,0.0047928,47768.024000000005,0.75,0.30064184258240184,0.9544127391902995,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,pattern.plain-v1,pattern,text,2. medium,True,reduce-infer-v1,1,1,1,189,2606,2588,0.003165,26100.315,1.0,0.20654931437723745,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,pattern.plain-v1,pattern,text,2. medium,True,reduce-taught-v1,1,1,0,206,1028,1009,0.0012748,13144.583,0.0,0.0,0.7934506856227626,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,pattern.python-v1,pattern,text,1. easy,True,reduce-infer-v1,4,4,4,694,12780,12708,0.0154748,139026.18800000002,1.0,0.5101091635454027,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,pattern.python-v1,pattern,text,1. easy,True,reduce-taught-v1,4,4,4,762,3002,2930,0.0037548,47770.204,1.0,0.5101091635454027,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,pattern.python-v1,pattern,text,2. medium,True,reduce-infer-v1,1,1,0,189,2089,2070,0.0025446,63176.051,0.0,0.0,0.7934506856227626,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,pattern.python-v1,pattern,text,2. medium,True,reduce-taught-v1,1,1,1,206,2188,2170,0.0026668,24980.384000000002,1.0,0.20654931437723745,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,pattern.rust-v1,pattern,text,1. easy,True,reduce-infer-v1,4,4,4,756,7813,7741,0.0095268,78324.225,1.0,0.5101091635454027,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,pattern.rust-v1,pattern,text,1. easy,True,reduce-taught-v1,4,4,4,824,6507,6435,0.0079732,69754.059,1.0,0.5101091635454027,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,pattern.rust-v1,pattern,text,2. medium,True,reduce-infer-v1,1,1,1,217,3400,3382,0.0041234,31083.408,1.0,0.20654931437723745,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,pattern.rust-v1,pattern,text,2. medium,True,reduce-taught-v1,1,1,1,234,1837,1819,0.0022512,27591.327,1.0,0.20654931437723745,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,pattern.scheme-v1,pattern,text,1. easy,True,reduce-infer-v1,4,4,3,694,3025,2952,0.0037688,42190.32,0.75,0.30064184258240184,0.9544127391902995,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,pattern.scheme-v1,pattern,text,1. easy,True,reduce-taught-v1,4,4,3,762,2521,2448,0.0031776,37126.232,0.75,0.30064184258240184,0.9544127391902995,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,pattern.scheme-v1,pattern,text,2. medium,True,reduce-infer-v1,1,1,1,189,1570,1552,0.0019218,33673.98,1.0,0.20654931437723745,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,pattern.scheme-v1,pattern,text,2. medium,True,reduce-taught-v1,1,1,1,206,1978,1960,0.0024148,21492.409,1.0,0.20654931437723745,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,prose.containment-jitter-v1,prose,text,1. easy,True,reduce-infer-v1,4,4,3,723,5161,5088,0.0063378,56103.869999999995,0.75,0.30064184258240184,0.9544127391902995,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,prose.containment-jitter-v1,prose,text,1. easy,True,reduce-taught-v1,3,3,3,592,2663,2609,0.0033140,46533.402,1.0,0.4385029682449546,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,prose.containment-jitter-v1,prose,text,2. medium,True,reduce-infer-v1,1,1,1,199,1274,1256,0.0015686,13867.697,1.0,0.20654931437723745,1.0,1.0
